Id;Category;Manufacturer;Model;Prod. year;Gear box type;Leather interior;Fuel type;Engine volume;Drive wheels;Cylinders;Mileage;Doors;Airbags;Wheel;Color;Sales Fee;price
8132;Sedan;OPEL;Vectra;1997;Manual;No;CNG;1.8;Front;4;585000 km;4;2;Left wheel;Silver;-;4704
19001;Sedan;MERCEDES-BENZ;A 170;2000;Manual;Yes;Diesel;1.7 Turbo;Front;4;187000 km;4;4;Left wheel;Black;-;7500
14555;Sedan;VOLKSWAGEN;Bora;2000;Manual;No;Diesel;1.9 Turbo;Front;4;0 km;4;4;Left wheel;Silver;-;5959
19107;Jeep;MERCEDES-BENZ;ML 350;2012;Automatic;Yes;Diesel;3;4x4;6;271701 km;4;12;Left wheel;White;919;26657
3032;Jeep;FORD;Explorer;2016;Automatic;Yes;Petrol;2.3;Front;4;125072 km;4;4;Left wheel;White;1011;79902
15957;Microbus;FORD;Transit;1996;Manual;No;Diesel;2.5;Rear;4;0 km;4;0;Left wheel;White;-;7840
4244;Sedan;TOYOTA;Camry;2014;Automatic;No;Petrol;2.5;Front;4;10400 km;4;8;Left wheel;Grey;777;25716
7054;Sedan;HYUNDAI;Sonata;2013;Automatic;Yes;Petrol;2;Front;4;162000 km;4;4;Left wheel;Grey;640;16443
17861;Sedan;FORD;Fusion;2016;Automatic;Yes;Hybrid;2;Front;4;194974 km;4;0;Left wheel;Black;431;8781
984;Hatchback;TOYOTA;Aqua;2013;Automatic;No;Hybrid;1.5;Front;4;186000 km;4;0;Right-hand drive;Silver;-;15053
16501;Jeep;LEXUS;GX 470;2009;Automatic;Yes;Petrol;4.7;4x4;8;264339 km;4;0;Left wheel;Black;2151;2430
3901;Sedan;HYUNDAI;Sonata;2014;Tiptronic;Yes;Hybrid;2.4;Front;4;109000 km;4;10;Left wheel;Sky blue;-;23521
18428;Minivan;NISSAN;Serena;2010;Automatic;Yes;Petrol;2;Front;4;110415 km;4;2;Right-hand drive;Carnelian red;-;14500
11109;Jeep;HYUNDAI;Santa FE;2020;Automatic;Yes;Diesel;2;Front;4;43865 km;4;4;Left wheel;Grey;1076;97235
7910;Jeep;LAND ROVER;Discovery LR3;2005;Tiptronic;Yes;Petrol;4.2;4x4;6;252000 km;4;8;Left wheel;Black;-;17876
5690;Jeep;CHEVROLET;Captiva;2013;Automatic;Yes;Diesel;2.2;Front;4;86359 km;4;4;Left wheel;Grey;696;32104
17095;Sedan;HYUNDAI;i40;2016;Automatic;Yes;Diesel;1.7;Front;4;151511 km;4;4;Left wheel;White;770;30351
1049;Sedan;HYUNDAI;Elantra;2013;Tiptronic;No;Petrol;1.8;Front;4;78024 km;4;6;Left wheel;Grey;585;13015
11888;Sedan;CHEVROLET;Malibu LT;2016;Automatic;No;Petrol;1.5 Turbo;Front;4;71671 km;4;8;Left wheel;Silver;690;15681
7693;Hatchback;HONDA;FIT;2006;Variator;No;Petrol;1.5;Front;4;140000 km;4;4;Right-hand drive;Black;-;9408
6745;Sedan;FORD;Fusion;2013;Automatic;Yes;Hybrid;2;Front;4;215965 km;4;0;Left wheel;Black;640;392
8326;Hatchback;TOYOTA;Prius C;2012;Automatic;No;Hybrid;1.5;Front;4;139005 km;4;12;Left wheel;Blue;503;11290
15855;Sedan;NISSAN;Sentra;2016;Automatic;No;Petrol;1.8;Front;4;56000 km;4;0;Left wheel;White;-;21953
18096;Microbus;FORD;Transit 2.4;2001;Manual;Yes;Diesel;2.4 Turbo;Rear;4;350000 km;4;2;Left wheel;White;-;17876
18748;Sedan;HYUNDAI;Sonata;2010;Automatic;Yes;LPG;2;Front;4;112484 km;4;4;Left wheel;White;836;7222
865;Sedan;CHEVROLET;Cruze;2018;Automatic;No;Petrol;1.4 Turbo;Front;4;15333 km;4;8;Left wheel;White;781;16935
7100;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;Petrol;2;Front;4;43628 km;4;4;Left wheel;White;765;67404
10232;Sedan;HYUNDAI;Elantra;2016;Automatic;Yes;Petrol;1.6;Front;4;32595 km;4;4;Left wheel;Silver;730;18817
11088;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;587027 km;4;4;Left wheel;Orange;639;8386
12507;Jeep;BMW;X1;2013;Tiptronic;Yes;Petrol;2;Front;8;0 km;4;9;Left wheel;White;-;34497
9266;Jeep;HYUNDAI;Santa FE;2012;Automatic;Yes;Diesel;2;Front;4;68359 km;4;4;Left wheel;Silver;642;36231
17204;Hatchback;TOYOTA;Aqua;2013;Variator;No;Hybrid;1.5;Front;4;100000 km;4;6;Right-hand drive;White;-;14113
734;Jeep;LEXUS;GX 460;2010;Automatic;Yes;Petrol;4.6;4x4;8;275240 km;4;0;Left wheel;Silver;1811;15681
8681;Sedan;TOYOTA;Camry;2012;Automatic;Yes;Hybrid;2.5;Front;4;159379 km;4;12;Left wheel;White;781;3136
444;Sedan;TOYOTA;Prius;2011;Tiptronic;Yes;Hybrid;1.8;Front;4;160000 km;4;12;Left wheel;Silver;-;18817
19194;Microbus;FORD;Transit;1998;Manual;No;Diesel;2.5;Rear;4;760000 km;4;2;Left wheel;White;-;500
12314;Hatchback;CHEVROLET;Volt;2013;Variator;Yes;Plug-in Hybrid;1.4;Front;4;102000 km;4;12;Left wheel;Red;-;23521
2801;Jeep;OPEL;Vectra;2000;Manual;No;Petrol;1.8;Front;6;210000 km;>5;0;Left wheel;Black;-;5959
17895;Sedan;KIA;Optima;2013;Automatic;Yes;Hybrid;2.4;Front;4;110898 km;4;12;Left wheel;Black;751;12544
15437;Sedan;FORD;Fusion;2011;Automatic;Yes;Petrol;2.5;Front;4;325917 km;4;12;Left wheel;Blue;862;314
15892;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;Hybrid;2.4;Front;4;259934 km;4;12;Left wheel;Red;753;4547
6339;Sedan;TOYOTA;Camry;2013;Tiptronic;Yes;Petrol;2.5;Front;4;125000 km;4;12;Left wheel;Black;779;22580
8887;Minivan;HONDA;Elysion;2007;Automatic;No;Petrol;2.4;Front;4;141000 km;4;2;Right-hand drive;White;4283;10000
635;Jeep;LEXUS;GX 460;2012;Automatic;Yes;Petrol;4.6;4x4;8;150909 km;4;0;Left wheel;Black;1363;4077
15779;Sedan;AUDI;A7;2016;Tiptronic;Yes;Petrol;3.0 Turbo;4x4;6;35500 km;4;12;Left wheel;White;-;79971
11162;Jeep;LEXUS;RX 350;2011;Automatic;Yes;Petrol;3.5;4x4;6;181189 km;4;12;Left wheel;White;1172;549
2136;Sedan;MERCEDES-BENZ;C 230;2006;Tiptronic;Yes;Petrol;2.5 Turbo;Rear;6;180833 km;4;8;Left wheel;Black;-;14113
16755;Jeep;JEEP;Compass;2014;Automatic;Yes;Petrol;2.4;Front;4;79197 km;4;4;Left wheel;Black;749;28821
14176;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;179381 km;4;12;Left wheel;Black;394;11133
17928;Jeep;CHEVROLET;Captiva;2009;Automatic;Yes;Diesel;2;Front;4;54258 km;4;4;Left wheel;White;961;8781
9563;Hatchback;NISSAN;Tiida;2006;Variator;No;Petrol;1.5;Front;4;290000 km;4;2;Right-hand drive;Golden;-;5331
4995;Sedan;HYUNDAI;Elantra;2007;Automatic;Yes;Petrol;1.6;Front;4;151382 km;4;4;Left wheel;Silver;1047;11368
1501;Coupe;DODGE;Challenger;2010;Manual;No;Petrol;5.7;4x4;8;0 km;2;8;Left wheel;Black;-;14000
17243;Sedan;TOYOTA;Prius;2007;Automatic;Yes;Petrol;1.5;Front;4;214400 km;4;8;Left wheel;Grey;-;14740
9211;Jeep;JEEP;Patriot;2010;Tiptronic;No;Petrol;2.4;4x4;4;240000 km;4;8;Left wheel;Silver;986;14113
5128;Microbus;FORD;Transit;1992;Manual;No;Diesel;2.5;Rear;4;111111 km;4;0;Left wheel;White;-;9408
14316;Hatchback;HONDA;FIT;2013;Automatic;No;Hybrid;1.3;Front;4;145000 km;4;4;Right-hand drive;White;-;12858
8741;Sedan;MERCEDES-BENZ;C 250 A.M.G;2013;Tiptronic;Yes;Petrol;1.8 Turbo;Rear;4;110601 km;4;12;Left wheel;Grey;585;8154
722;Hatchback;CHEVROLET;Volt;2017;Automatic;Yes;Hybrid;1.5;Front;4;52062 km;4;0;Left wheel;Blue;382;26030
2461;Jeep;TOYOTA;Tacoma;2013;Automatic;Yes;Petrol;2.7;Rear;4;397915 km;4;12;Left wheel;White;834;27284
4397;Sedan;TOYOTA;Avalon limited;2013;Automatic;Yes;Hybrid;2.5;Front;4;132000 km;4;10;Left wheel;Carnelian red;779;31361
16520;Sedan;MERCEDES-BENZ;C 220;1997;Manual;No;Petrol;2;Rear;4;415386 km;4;4;Left wheel;Silver;-;7683
9845;Sedan;OPEL;Astra H;2009;Manual;No;Diesel;1.9 Turbo;Front;4;196000 km;4;10;Left wheel;Silver;922;9722
9894;Sedan;TOYOTA;Camry;2018;Automatic;Yes;Hybrid;2.5;Front;4;127515 km;4;12;Left wheel;Black;609;9722
6035;Sedan;TOYOTA;Camry;2019;Automatic;Yes;Hybrid;2.5;Front;4;9626 km;4;12;Left wheel;Black;607;3450
13932;Sedan;BMW;530 525i;2006;Automatic;Yes;Petrol;3;Rear;6;190000 km;4;12;Left wheel;Black;-;18817
2021;Hatchback;TOYOTA;Ist;2005;Automatic;No;Petrol;1.3;Front;4;135000 km;4;0;Right-hand drive;White;-;10349
6201;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;Petrol;2;Front;4;25970 km;4;4;Left wheel;Grey;891;49751
15171;Sedan;CHEVROLET;Cruze;2019;Automatic;Yes;Petrol;1.4;Front;4;17600 km;4;12;Left wheel;White;780;470
11335;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;257646 km;4;4;Left wheel;Silver;891;11290
17139;Sedan;TOYOTA;Camry;2011;Automatic;Yes;Petrol;2.5;Front;4;211810 km;4;12;Left wheel;Red;862;314
11009;Sedan;BMW;535;2010;Tiptronic;Yes;Petrol;3.0 Turbo;Rear;6;102033 km;4;10;Left wheel;Black;-;37006
2361;Sedan;TOYOTA;Camry;2019;Automatic;Yes;Hybrid;2.5;Front;4;9626 km;4;12;Left wheel;Black;607;3450
4035;Jeep;LEXUS;RX 450;2010;Automatic;Yes;Hybrid;3.5;4x4;6;186005 km;4;12;Left wheel;Silver;1399;13172
3254;Sedan;AUDI;A4;2002;Manual;Yes;Petrol;3;4x4;6;265600 km;4;8;Left wheel;Silver;-;8781
4363;Jeep;SSANGYONG;Actyon;2010;Automatic;Yes;Diesel;2;Front;4;118133 km;4;4;Left wheel;Silver;836;18826
5669;Sedan;CHEVROLET;Aveo;2012;Automatic;Yes;Petrol;1.6;Front;4;30089 km;4;4;Left wheel;Black;530;9092
4578;Jeep;TOYOTA;Tacoma;2017;Automatic;Yes;Petrol;2.7;Rear;4;94262 km;4;12;Left wheel;White;1342;49237
9948;Universal;HYUNDAI;H1;2017;Automatic;Yes;Diesel;2.5;Front;4;73357 km;4;4;Left wheel;White;1249;39750
10239;Sedan;MERCEDES-BENZ;C 200;2001;Manual;Yes;CNG;2.0 Turbo;Rear;4;100000 km;4;10;Right-hand drive;Silver;-;6899
6740;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;287140 km;4;4;Left wheel;White;891;18817
17529;Hatchback;VOLKSWAGEN;Golf;2011;Tiptronic;No;Petrol;2.5;Front;5;105000 km;4;6;Left wheel;Black;-;16308
17685;Universal;TOYOTA;Prius V;2013;Automatic;No;Hybrid;1.8;Front;4;303538 km;4;12;Left wheel;Sky blue;585;15500
18197;Sedan;MERCEDES-BENZ;E 300;2017;Automatic;Yes;Petrol;2;Rear;4;26802 km;4;12;Left wheel;Black;1017;314
4226;Sedan;KIA;Optima;2013;Automatic;Yes;Petrol;2;Front;4;47232 km;4;4;Left wheel;Silver;640;8634
13699;Jeep;MITSUBISHI;Airtrek turbo;2002;Tiptronic;Yes;CNG;2.0 Turbo;4x4;4;165000 km;4;6;Right-hand drive;Grey;-;7527
7005;Jeep;SUBARU;Forester;2015;Variator;No;Petrol;2.5;4x4;4;37000 km;4;6;Left wheel;Brown;-;28225
17045;Sedan;BMW;330;2005;Tiptronic;Yes;LPG;3;Rear;6;150000 km;4;8;Left wheel;Black;2467;13485
2705;Coupe;SUBARU;BRZ;2015;Automatic;Yes;Petrol;2;Rear;4;59731 km;2;12;Left wheel;Grey;765;17562
17820;Jeep;CHEVROLET;Volt;2014;Automatic;Yes;Hybrid;1.4;Front;4;133195 km;4;0;Left wheel;Black;259;862
3213;Sedan;TOYOTA;Prius;2010;Automatic;Yes;Hybrid;1.8;Front;4;174309 km;4;7;Left wheel;White;-;20385
3388;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;Hybrid;2.4;Front;4;123862 km;4;12;Left wheel;White;753;4234
482;Jeep;HYUNDAI;Santa FE;2011;Automatic;Yes;Diesel;2;Front;4;143166 km;4;4;Left wheel;Grey;707;18688
9492;Jeep;LAND ROVER;Freelander;1999;Manual;No;Petrol;1.8;4x4;4;204000 km;2;4;Right-hand drive;Carnelian red;-;5331
1856;Minivan;OPEL;Zafira;2002;Manual;No;CNG;1.8;Rear;4;0 km;4;8;Left wheel;White;-;8781
15665;Sedan;DODGE;Avenger;2012;Automatic;Yes;Petrol;3.6;Front;6;667058 km;4;12;Left wheel;Blue;1086;706
11518;Hatchback;MITSUBISHI;Mirage;2014;Automatic;No;Petrol;1;Front;4;10000 km;4;4;Right-hand drive;White;873;7056
4048;Sedan;FORD;Fusion;2011;Automatic;Yes;Petrol;2.5;Front;4;174899 km;4;12;Left wheel;White;862;2038
3962;Sedan;TOYOTA;Prius;2013;Variator;No;Hybrid;1.8;Front;4;179000 km;4;6;Left wheel;Silver;585;15053
858;Sedan;TOYOTA;Corolla;2011;Automatic;Yes;Petrol;1.8;Front;4;239907 km;4;12;Left wheel;Grey;645;2901
16467;Sedan;KIA;Optima;2014;Automatic;Yes;Petrol;2;Front;4;71104 km;4;4;Left wheel;White;638;14113
512;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;109798 km;4;12;Left wheel;White;394;5488
5935;Universal;HYUNDAI;H1;2016;Automatic;Yes;Diesel;2.5;Front;4;133014 km;4;4;Left wheel;Silver;1091;43655
16653;Jeep;SUBARU;XV;2014;Automatic;Yes;Hybrid;2;4x4;4;131872 km;4;0;Left wheel;White;333;470
7574;Hatchback;CHEVROLET;Volt;2014;Automatic;Yes;Hybrid;1.4;Front;4;112123 km;4;0;Left wheel;Silver;259;6586
17388;Coupe;OPEL;Astra;1999;Manual;No;Petrol;1.6;Front;4;260000 km;2;4;Left wheel;Red;-;5175
8331;Coupe;MERCEDES-BENZ;E 400;2017;Tiptronic;Yes;Petrol;3.0 Turbo;Rear;6;6200 km;2;12;Left wheel;Blue;-;77775
7245;Sedan;HYUNDAI;Elantra;2016;Automatic;Yes;Diesel;1.6;Front;4;37405 km;4;4;Left wheel;White;730;19736
10538;Hatchback;TOYOTA;Prius C;2012;Automatic;No;Hybrid;1.5;Front;4;68000 km;4;9;Left wheel;Grey;-;19601
12863;Jeep;HONDA;FIT;2016;Automatic;Yes;Petrol;1.5;Front;4;31869 km;4;0;Left wheel;Black;690;862
10335;Jeep;LEXUS;RX 400;2008;Automatic;Yes;Hybrid;3.3;4x4;6;224629 km;4;12;Left wheel;Silver;1750;8154
5833;Jeep;SSANGYONG;REXTON;2011;Automatic;Yes;Diesel;2;Front;4;101285 km;4;4;Left wheel;White;707;29094
8008;Jeep;HYUNDAI;Santa FE;2014;Automatic;Yes;Diesel;2;Front;4;177523 km;4;4;Left wheel;White;639;42171
12017;Jeep;TOYOTA;Tacoma;2013;Automatic;Yes;Petrol;2.7;Rear;4;265558 km;4;12;Left wheel;White;834;14583
8437;Jeep;HYUNDAI;Santa FE;2018;Automatic;Yes;Diesel;2.2;Front;4;5964 km;4;4;Left wheel;White;1178;96071
9640;Sedan;TOYOTA;Camry;2013;Tiptronic;No;Petrol;2.5;Front;4;7900 km;4;0;Left wheel;Black;779;19130
6581;Jeep;TOYOTA;RAV 4 XLE;2014;Tiptronic;No;Petrol;2.5;4x4;4;20800 km;4;12;Left wheel;White;777;40769
7199;Hatchback;HONDA;FIT;2013;Automatic;Yes;Petrol;1.3;Front;4;131200 km;4;4;Left wheel;Black;447;13397
9172;Sedan;MERCEDES-BENZ;CLS 550;2012;Tiptronic;Yes;Petrol;4.7;Rear;8;43000 km;4;12;Left wheel;Black;1391;48610
16545;Jeep;LEXUS;RX 350;2012;Tiptronic;Yes;Petrol;3.5;Front;6;62000 km;4;12;Left wheel;Black;1058;27911
5631;Jeep;SUBARU;Forester;2015;Automatic;Yes;Petrol;2.5;4x4;4;90392 km;4;0;Left wheel;White;934;6899
4682;Sedan;CHEVROLET;Lacetti;2010;Automatic;Yes;Petrol;1.8;Front;4;118875 km;4;4;Left wheel;Grey;761;9512
6238;Sedan;HONDA;Insight;2010;Variator;Yes;Hybrid;1.3;Front;4;145000 km;4;12;Left wheel;White;-;30
7385;Sedan;OPEL;Astra G;1999;Manual;No;Petrol;1.6;Front;4;200000 km;4;4;Left wheel;Silver;-;8154
6162;Jeep;FORD;Escape ∑…ı∑…Ó∑…Ü∑…Ù∑…£∑…Ü∑…Ú ∑…ı∑…Ó∑…Ü∑…Ú∑…˙∑…Ó∑…Ü∑…Ú;2008;Variator;No;Hybrid;2.3;4x4;4;186254 km;4;4;Left wheel;Sky blue;-;17500
17432;Sedan;FORD;Focus;2014;Tiptronic;Yes;Petrol;2;Front;4;121600 km;4;10;Left wheel;Blue;639;12858
5291;Jeep;HYUNDAI;Santa FE;2020;Automatic;Yes;Diesel;2.2;Front;4;25468 km;4;4;Left wheel;White;1174;81445
2572;Hatchback;OPEL;Corsa;1998;Manual;No;Petrol;1.4;Front;4;0 km;4;3;Left wheel;Carnelian red;-;4704
12190;Hatchback;LEXUS;CT 200h;2013;Automatic;Yes;Hybrid;1.8;Front;4;174043 km;4;0;Left wheel;White;585;5331
388;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Diesel;3.5;4x4;6;95987 km;4;12;Left wheel;Black;1053;220
9493;Jeep;UAZ;31514;1957;Manual;No;Petrol;2;4x4;4;0 km;2;0;Left wheel;Yellow;-;7527
12446;Jeep;HYUNDAI;Tucson;2018;Automatic;Yes;Diesel;1.7;Front;4;32066 km;4;4;Left wheel;Black;930;45542
17907;Jeep;SSANGYONG;Korando;2012;Automatic;Yes;Diesel;2;Front;4;175346 km;4;4;Left wheel;White;642;20438
12968;Hatchback;HONDA;FIT;2014;Automatic;Yes;Petrol;1.5;Front;4;63300 km;4;4;Left wheel;Silver;501;23204
17327;Microbus;MERCEDES-BENZ;Sprinter 313;2003;Manual;No;Diesel;2.2;Rear;4;117000 km;4;2;Left wheel;Yellow;1836;19757
5957;Sedan;LEXUS;CT 200h;2012;Automatic;Yes;Hybrid;1.8;Front;4;47286 km;4;4;Left wheel;Grey;586;24738
8428;Jeep;LAND ROVER;Range Rover;2016;Automatic;Yes;Diesel;3;Front;6;79496 km;4;12;Left wheel;Black;1292;9722
6937;Sedan;KIA;Optima;2013;Automatic;Yes;Petrol;2;Front;4;54977 km;4;4;Left wheel;White;640;12701
5649;Hatchback;HONDA;FIT;2005;Variator;No;Petrol;1.3;Front;4;121757 km;4;2;Right-hand drive;Sky blue;-;7213
18583;Sedan;CHEVROLET;Cruze;2017;Automatic;No;Petrol;1.4 Turbo;Front;4;44800 km;4;12;Left wheel;Silver;738;17405
4338;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Petrol;3.5;4x4;6;52142 km;4;12;Left wheel;Black;1053;549
1351;Sedan;TOYOTA;Aqua;2014;Automatic;No;Hybrid;1.5;Rear;4;100000 km;4;0;Right-hand drive;Black;-;50
14338;Jeep;BMW;X5;2012;Automatic;Yes;Diesel;3;4x4;6;273962 km;4;0;Left wheel;White;919;220
9447;Sedan;MERCEDES-BENZ;CLS 55 AMG;2006;Tiptronic;Yes;Petrol;5.5;Rear;8;180000 km;4;8;Left wheel;Grey;-;24775
9561;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;325139 km;4;4;Left wheel;Silver;891;11290
15749;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Petrol;2.5;Front;4;308694 km;4;12;Left wheel;Grey;779;3920
2440;Sedan;CHEVROLET;Impala;2011;Automatic;Yes;Petrol;3.5;Front;6;219043 km;4;12;Left wheel;Black;1172;1646
13859;Sedan;BMW;550;2006;Tiptronic;Yes;Petrol;4.8;Rear;8;111111 km;>5;5;Left wheel;White;-;18817
14619;Jeep;FORD;Escape;2014;Automatic;No;Petrol;1.6;4x4;4;0 km;4;0;Left wheel;White;528;15524
3385;Hatchback;TOYOTA;Prius;2008;Automatic;No;Hybrid;1.5;Front;4;240000 km;4;6;Left wheel;White;-;6272
13974;Coupe;FIAT;500;2011;Manual;Yes;Petrol;1.4;Front;4;152848 km;2;6;Left wheel;Blue;521;11604
4519;Sedan;HYUNDAI;Santa FE;2017;Automatic;Yes;Petrol;2.4;Front;4;77766 km;4;12;Left wheel;Grey;1202;6586
1652;Hatchback;SUZUKI;Swift;2006;Automatic;No;Petrol;1.5;4x4;4;19000 km;4;4;Right-hand drive;Silver;-;7840
16272;Coupe;HONDA;Civic;2017;Automatic;Yes;Petrol;1.5;Front;4;16914 km;4;4;Left wheel;Grey;784;67480
16649;Sedan;KIA;Avella;2018;Automatic;Yes;Petrol;2;Rear;4;56288 km;4;12;Left wheel;Silver;1079;16308
11065;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;102397 km;4;12;Left wheel;Black;394;784
1869;Jeep;HYUNDAI;Tucson;2011;Automatic;Yes;Diesel;2;Front;4;58401 km;4;4;Left wheel;White;707;15063
14633;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;150000 km;4;4;Left wheel;Black;583;12980
9667;Sedan;FORD;Fusion;2014;Automatic;Yes;Plug-in Hybrid;2;Front;4;140000 km;4;10;Left wheel;Black;-;29793
17590;Universal;HYUNDAI;H1;2016;Automatic;Yes;Diesel;2.5;Front;4;203073 km;4;4;Left wheel;Grey;1091;27463
12912;Sedan;FORD;Fusion;2013;Automatic;Yes;Hybrid;2;Front;4;215965 km;4;0;Left wheel;Black;640;392
13035;Hatchback;TOYOTA;Prius;2016;Automatic;No;Hybrid;1.8;Front;4;72939 km;4;8;Left wheel;Blue;397;22737
2995;Jeep;MITSUBISHI;Outlander SPORT;2014;Automatic;No;Petrol;2;4x4;4;83516 km;4;8;Left wheel;Silver;639;18660
15346;Jeep;SUBARU;Forester;2014;Automatic;Yes;Petrol;2;4x4;4;72613 km;4;0;Left wheel;White;639;549
12824;Hatchback;NISSAN;Note;2005;Automatic;Yes;Petrol;1.5;Front;4;138000 km;4;4;Right-hand drive;Grey;-;30
18110;Sedan;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Diesel;3.5;4x4;6;248525 km;4;12;Left wheel;Black;1172;18189
15062;Sedan;CHEVROLET;Cruze;2015;Tiptronic;Yes;Petrol;1.4 Turbo;Rear;4;60800 km;4;12;Left wheel;Silver;562;21953
7825;Hatchback;TOYOTA;Aqua;2012;Automatic;No;Hybrid;1.5;Front;4;144000 km;4;8;Right-hand drive;White;-;14740
13262;Jeep;HONDA;FIT;2012;Automatic;Yes;Petrol;1.5;Front;4;277856 km;4;0;Left wheel;White;503;706
16874;Sedan;KIA;Optima;2017;Automatic;Yes;Petrol;2;Front;4;30087 km;4;4;Left wheel;Black;1016;27441
3027;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;137213 km;4;4;Left wheel;Grey;583;23239
9224;Sedan;VAZ;2121 (Niva);1999;Manual;Yes;Petrol;1.7;4x4;5;1000 km;2;6;Left wheel;White;-;4391
12894;Sedan;FORD;Escort;1997;Manual;Yes;Petrol;1.6;Front;4;11000 km;4;8;Left wheel;Green;-;1000
10372;Minivan;HYUNDAI;Santa FE;2019;Automatic;Yes;Diesel;2.2;Front;4;17632 km;4;4;Left wheel;White;1176;98066
5105;Jeep;SSANGYONG;REXTON;2017;Automatic;Yes;Diesel;2.2;Front;4;65689 km;4;4;Left wheel;Black;1110;61521
11886;Jeep;CHEVROLET;Orlando;2016;Automatic;Yes;Diesel;1.6;Front;4;77836 km;4;4;Left wheel;Grey;730;27425
5880;Sedan;HYUNDAI;Sonata;2010;Automatic;Yes;LPG;2;Front;4;89181 km;4;4;Left wheel;Silver;836;7527
293;Jeep;TOYOTA;RAV 4 Le;2013;Tiptronic;No;Petrol;2.5;Front;4;65350 km;4;12;Left wheel;White;779;34497
741;Sedan;MERCEDES-BENZ;E 320;1997;Automatic;Yes;CNG;3.2;Rear;6;111111 km;4;6;Left wheel;Black;-;7840
8353;Jeep;BMW;X5;2014;Automatic;Yes;Diesel;3;4x4;6;0 km;4;0;Left wheel;Black;915;10349
6234;Sedan;HONDA;FIT;2010;Variator;No;Petrol;1.3;Front;4;101000 km;4;6;Right-hand drive;Red;-;25
11862;Sedan;DAEWOO;Lacetti;2009;Automatic;Yes;Petrol;1.6;Front;4;117685 km;4;4;Left wheel;Silver;790;5883
10201;Hatchback;MERCEDES-BENZ;B 170;2006;Tiptronic;No;LPG;1.7;Front;4;109000 km;4;8;Right-hand drive;White;-;12544
105;Hatchback;TOYOTA;Prius;2007;Automatic;No;Petrol;1.5;Front;4;318400 km;4;6;Left wheel;Silver;988;10663
13148;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;64897 km;4;4;Left wheel;Silver;583;20297
14916;Sedan;AUDI;A6;2016;Automatic;Yes;Petrol;2;4x4;4;97826 km;4;0;Left wheel;Grey;891;549
3281;Sedan;CHEVROLET;Lacetti;2011;Automatic;Yes;Petrol;1.8;Front;4;142600 km;4;4;Left wheel;Silver;645;11099
9611;Minivan;HYUNDAI;H1;2016;Automatic;Yes;Diesel;2.5;Front;4;77227 km;4;4;Left wheel;Grey;1091;35570
6389;Jeep;CHEVROLET;HHR;2011;Automatic;Yes;Petrol;2.2;Front;4;126765 km;4;12;Left wheel;Black;769;1019
5908;Hatchback;HONDA;FIT;2006;Automatic;No;Petrol;1.3;4x4;4;11000 km;4;4;Right-hand drive;Blue;-;60
15148;Sedan;HYUNDAI;I30;2008;Manual;Yes;Diesel;1.6 Turbo;Front;4;250000 km;4;8;Left wheel;Black;893;12858
15475;Jeep;MITSUBISHI;Pajero IO;2000;Automatic;No;Petrol;1.8;4x4;4;111111 km;4;2;Left wheel;White;-;9408
7540;Jeep;FORD;Escape;2007;Variator;Yes;Hybrid;2.3;4x4;4;180000 km;4;12;Left wheel;Grey;-;18817
4851;Hatchback;HYUNDAI;Elantra;2014;Automatic;Yes;Petrol;2;Front;4;179219 km;4;12;Left wheel;Red;639;5331
14891;Jeep;MERCURY;Mariner;2008;Variator;Yes;Hybrid;2.3;Front;4;260800 km;4;10;Left wheel;White;1246;13799
16131;Universal;HYUNDAI;H1;2018;Automatic;Yes;Diesel;2.5;Front;4;45535 km;4;4;Left wheel;Silver;1327;45436
9501;Hatchback;NISSAN;Tiida;2006;Variator;No;Petrol;1.5;Front;4;230000 km;4;2;Right-hand drive;Beige;-;7213
1609;Jeep;MITSUBISHI;Pajero Sport;2019;Tiptronic;Yes;Petrol;3;4x4;6;6000 km;4;10;Left wheel;White;-;112900
939;Sedan;LEXUS;ES 300;2014;Automatic;Yes;Hybrid;2.5;Front;4;77000 km;4;12;Left wheel;Grey;394;46101
