Id;Category;Manufacturer;Model;Prod. year;Gear box type;Leather interior;Fuel type;Engine volume;Drive wheels;Cylinders;Mileage;Doors;Airbags;Wheel;Color;Sales Fee
9527;Hatchback;TOYOTA;Prius;2013;Automatic;Yes;Hybrid;1.8;Front;4;173933 km;4;12;Left wheel;Silver;585
14850;Minivan;NISSAN;Serena;2001;Automatic;Yes;CNG;2;Front;4;241000 km;4;2;Right-hand drive;White;-
1960;Microbus;FORD;Transit;1995;Manual;No;Diesel;2.5 Turbo;Rear;5;150000 km;4;2;Left wheel;White;-
430;Sedan;MERCEDES-BENZ;C 180;1997;Manual;No;CNG;1.8;Front;4;0 km;4;4;Left wheel;Black;-
4712;Sedan;FORD;Escape;2008;Automatic;Yes;Hybrid;0.4;Front;4;209843 km;4;0;Left wheel;Grey;289
11187;Jeep;FORD;C-MAX;2013;Automatic;Yes;Hybrid;2;Front;4;74000 km;4;10;Left wheel;Carnelian red;-
14117;Minivan;NISSAN;Vanette;2003;Manual;No;Petrol;1.8;4x4;4;202000 km;4;2;Right-hand drive;Black;-
7622;Sedan;MERCEDES-BENZ;E 350;2012;Automatic;Yes;Diesel;3.5;4x4;6;318285 km;4;12;Left wheel;Black;1058
14230;Hatchback;CITROEN;DS 4;2011;Automatic;Yes;Petrol;1.6 Turbo;Front;4;128000 km;4;8;Right-hand drive;Grey;-
9476;Goods wagon;OPEL;Vectra;1997;Manual;No;Petrol;1.6;Front;4;111111 km;4;2;Left wheel;Grey;-
6005;Universal;GAZ;24;1990;Manual;Yes;Petrol;6.3;4x4;8;2000 km;2;0;Left wheel;Green;-
14558;Coupe;FORD;Mustang;2014;Tiptronic;Yes;Petrol;3.7;Rear;6;128000 km;2;6;Left wheel;Silver;-
15131;Jeep;MERCEDES-BENZ;ML 250;2015;Tiptronic;Yes;Diesel;2.1 Turbo;4x4;4;52000 km;4;12;Left wheel;Black;798
15486;Jeep;BMW;X5;2015;Tiptronic;Yes;Diesel;3.0 Turbo;4x4;6;31100 km;4;8;Left wheel;White;-
2743;Sedan;AUDI;A6;2014;Automatic;Yes;Petrol;2;4x4;4;279722 km;4;0;Left wheel;Black;639
2864;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Diesel;3.5;4x4;6;95987 km;4;12;Left wheel;Black;1053
2560;Hatchback;TOYOTA;Aqua;2017;Automatic;Yes;Petrol;1.5;Front;4;15000 km;4;4;Left wheel;Black;784
4664;Jeep;HYUNDAI;Santa FE;2014;Automatic;Yes;Petrol;3.3;Front;6;165355 km;4;12;Left wheel;Black;997
15769;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Diesel;3.5;4x4;6;219030 km;4;12;Left wheel;Black;1053
15414;Jeep;CHEVROLET;Captiva;2007;Automatic;Yes;Diesel;2;Front;5;72816 km;4;4;Left wheel;Silver;1282
14404;Hatchback;HONDA;FIT;2012;Tiptronic;No;Hybrid;1.5;Front;4;76000 km;4;4;Right-hand drive;White;1268
7887;Hatchback;HONDA;Insight;2010;Automatic;Yes;Hybrid;1.3;Front;4;245070 km;4;0;Left wheel;White;574
986;Hatchback;LEXUS;CT 200h;2011;Automatic;Yes;Hybrid;1.8;Front;4;122302 km;4;0;Left wheel;Black;645
17511;Sedan;HYUNDAI;Sonata;2010;Automatic;Yes;Petrol;2;Front;4;149962 km;4;4;Left wheel;Black;836
17659;Jeep;LEXUS;GX 460;2010;Automatic;Yes;Petrol;4.6;4x4;8;155821 km;4;0;Left wheel;Black;1811
15093;Coupe;HONDA;Civic;2017;Automatic;Yes;Petrol;1.5;Front;4;19217 km;4;4;Left wheel;Blue;784
5449;Sedan;HYUNDAI;Elantra GT;2012;Manual;Yes;Petrol;1.8;Front;4;182400 km;4;8;Left wheel;Grey;-
2210;Jeep;KIA;Sportage;2011;Automatic;Yes;Diesel;2;Front;4;58499 km;4;4;Left wheel;Black;706
10974;Hatchback;TOYOTA;Prius V;2012;Automatic;No;Hybrid;1.8;Front;4;51000 km;4;8;Right-hand drive;White;1505
9528;Hatchback;NISSAN;Versa;2010;Automatic;No;Petrol;1.8;Front;4;1000 km;4;0;Left wheel;Grey;-
10878;Sedan;HONDA;Civic;2014;Automatic;Yes;Petrol;1.8;Front;4;127669 km;4;12;Left wheel;Grey;584
11532;Jeep;TOYOTA;RAV 4;2017;Automatic;Yes;Petrol;2.5;4x4;4;17600 km;4;12;Left wheel;Red;1249
9445;Sedan;NISSAN;Maxima;2001;Automatic;Yes;Petrol;3;Front;6;434514 km;4;12;Left wheel;White;2476
15546;Sedan;KIA;Optima;2012;Tiptronic;No;Petrol;2.4;Front;4;92000 km;>5;12;Left wheel;White;753
13952;Jeep;SSANGYONG;REXTON;2013;Automatic;Yes;Diesel;2;Front;4;47897 km;4;4;Left wheel;Black;640
13479;Hatchback;HYUNDAI;I30;2008;Automatic;Yes;Petrol;1.6;Front;4;72760 km;4;4;Left wheel;Black;893
6027;Hatchback;TOYOTA;Aqua;2013;Automatic;Yes;Petrol;1.5;Front;4;49000 km;4;4;Left wheel;Blue;502
5994;Sedan;TOYOTA;Camry;2015;Tiptronic;Yes;Petrol;2.5;Front;6;75000 km;4;8;Left wheel;Black;934
8344;Sedan;HYUNDAI;Grandeur;2011;Automatic;Yes;LPG;3;Front;4;406000 km;4;4;Left wheel;Silver;1018
5480;Jeep;HYUNDAI;Santa FE;2011;Automatic;Yes;Diesel;2;Front;4;129129 km;4;4;Left wheel;Silver;707
11100;Microbus;UAZ;31514 UAZ;2000;Manual;No;Petrol;2.5;4x4;4;50000 km;2;0;Left wheel;Grey;-
1086;Pickup;DODGE;RAM;2014;Automatic;Yes;Diesel;6.7;Front;6;367053 km;4;12;Left wheel;White;1935
1518;Sedan;MERCEDES-BENZ;C 180;2001;Manual;No;Petrol;2;Rear;4;307651 km;4;6;Right-hand drive;Blue;-
14062;Sedan;HYUNDAI;Sonata;2011;Automatic;Yes;Petrol;2.4;Front;4;233938 km;4;12;Left wheel;Black;831
7107;Sedan;TOYOTA;Prius;2013;Automatic;Yes;Hybrid;1.8;Front;4;298248 km;4;12;Left wheel;White;585
15542;Sedan;HYUNDAI;Elantra;2016;Automatic;No;Petrol;2;Front;4;70000 km;4;10;Left wheel;White;891
16775;Sedan;MERCEDES-BENZ;E 350;2010;Automatic;Yes;Diesel;3.5;4x4;6;205968 km;4;12;Left wheel;White;1399
7143;Universal;HYUNDAI;H1;2018;Automatic;Yes;Diesel;2.5;Front;4;27406 km;4;4;Left wheel;Yellow;1327
4395;Sedan;HYUNDAI;Elantra;2013;Automatic;Yes;Petrol;1.6;Front;4;163000 km;4;4;Left wheel;White;530
12259;Sedan;BMW;535;2008;Tiptronic;Yes;Petrol;3.0 Turbo;Rear;6;186000 km;4;12;Left wheel;Black;-
8435;Sedan;VOLKSWAGEN;Jetta;2015;Tiptronic;Yes;Petrol;1.8 Turbo;Front;4;71777 km;4;10;Left wheel;Grey;697
4239;Sedan;AUDI;A4;2013;Automatic;Yes;Petrol;2;4x4;4;174941 km;4;12;Left wheel;Black;640
3960;Sedan;TOYOTA;Camry;2012;Automatic;Yes;Hybrid;2.5;Front;4;156518 km;4;12;Left wheel;White;781
4272;Sedan;TOYOTA;Camry;2018;Automatic;Yes;Hybrid;2.5;Front;4;35058 km;4;12;Left wheel;White;609
14143;Coupe;MERCEDES-BENZ;E 550;2010;Tiptronic;Yes;Petrol;5.5 Turbo;Rear;12;67000 km;2;12;Left wheel;White;-
10095;Sedan;CHEVROLET;Cruze;2015;Automatic;No;Petrol;1.4;Front;4;76000 km;4;0;Left wheel;Blue;562
6787;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;398069 km;4;12;Left wheel;Black;394
14904;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;175237 km;4;4;Left wheel;Silver;583
727;Hatchback;CHEVROLET;Volt;2013;Automatic;Yes;Hybrid;1.4;Front;4;0 km;4;12;Left wheel;Grey;474
3375;Jeep;AUDI;5;2010;Tiptronic;Yes;Petrol;3.2;4x4;6;150000 km;4;8;Left wheel;Silver;-
10162;Sedan;TOYOTA;Camry;2018;Automatic;Yes;Petrol;3.5;Front;6;18000 km;4;10;Left wheel;Black;-
2617;Sedan;HONDA;Civic;2013;Automatic;Yes;Petrol;1.8;Front;4;90000 km;4;4;Left wheel;Silver;585
6837;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;97010 km;4;4;Left wheel;Grey;777
8969;Hatchback;NISSAN;Tiida;2004;Variator;Yes;Petrol;1.5;Front;4;138000 km;4;4;Right-hand drive;Black;-
5194;Minivan;HONDA;Stream;2004;Automatic;No;Petrol;1.7;Front;4;0 km;4;4;Right-hand drive;Silver;-
5036;Sedan;HYUNDAI;H1;2012;Automatic;Yes;Diesel;2.5;Front;4;82260 km;4;4;Left wheel;Black;781
1851;Jeep;BMW;X5;2012;Automatic;Yes;Diesel;3;4x4;6;273962 km;4;0;Left wheel;White;919
2269;Hatchback;NISSAN;Note;2016;Variator;No;Petrol;1.2;Front;3;58000 km;4;2;Right-hand drive;Blue;1488
8705;Jeep;CHEVROLET;Volt;2014;Automatic;Yes;Hybrid;1.4;Front;4;133195 km;4;0;Left wheel;Black;259
785;Hatchback;TOYOTA;Prius;2010;Automatic;No;Hybrid;1.8;Front;4;169000 km;4;12;Left wheel;Silver;761
10970;Hatchback;LEXUS;CT 200h;2011;Automatic;Yes;Hybrid;1.8;Front;4;116869 km;4;0;Left wheel;Black;645
12838;Jeep;BMW;X5;2001;Tiptronic;Yes;CNG;4.4;4x4;8;232000 km;>5;8;Left wheel;Black;-
17993;Jeep;MERCEDES-BENZ;ML 350;2012;Automatic;Yes;Diesel;3;4x4;6;221312 km;4;12;Left wheel;Blue;919
10007;Coupe;TOYOTA;Tundra;2013;Automatic;Yes;Petrol;5.7;Rear;8;234683 km;4;12;Left wheel;White;1664
13354;Sedan;KIA;Optima;2014;Automatic;Yes;Petrol;2.4;Front;4;66379 km;4;12;Left wheel;Red;749
5192;Jeep;SSANGYONG;Actyon;2016;Automatic;Yes;Diesel;1.6;Front;4;68942 km;4;4;Left wheel;White;730
3660;Sedan;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Diesel;3;Rear;6;273186 km;4;12;Left wheel;White;1018
16368;Sedan;HYUNDAI;Elantra;2012;Tiptronic;No;Petrol;1.8;Front;4;213600 km;4;6;Left wheel;Blue;586
10755;Jeep;NISSAN;X-Trail;2005;Automatic;Yes;Petrol;2;4x4;4;180000 km;4;8;Right-hand drive;Golden;-
970;Sedan;FORD;Fusion;2017;Automatic;Yes;Petrol;1.5;Front;4;74603 km;4;12;Left wheel;Black;784
15199;Jeep;MERCEDES-BENZ;ML 350;2012;Tiptronic;Yes;Petrol;3.5;4x4;6;140600 km;4;12;Left wheel;White;-
7402;Jeep;NISSAN;Pathfinder;1999;Automatic;No;CNG;3.3;4x4;6;1600 km;4;16;Left wheel;Black;-
10808;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;280622 km;4;4;Left wheel;Silver;765
18453;Sedan;KIA;Optima;2013;Automatic;Yes;Petrol;2;Front;4;50338 km;4;4;Left wheel;White;640
7319;Jeep;NISSAN;Juke;2011;Tiptronic;No;Petrol;1.6 Turbo;4x4;4;55000 km;4;8;Left wheel;Grey;583
17044;Jeep;MERCEDES-BENZ;GLE 350;2017;Automatic;Yes;Petrol;3.5;Rear;6;55403 km;4;0;Left wheel;Black;1714
1346;Cabriolet;BMW;325 CI;2004;Tiptronic;Yes;Petrol;2.5;Rear;6;174000 km;2;6;Left wheel;Silver;-
11056;Hatchback;VOLKSWAGEN;Golf;1996;Manual;No;Petrol;1.6;Front;4;160000 km;4;2;Left wheel;Blue;-
1438;Sedan;OPEL;Vectra B;1996;Manual;No;CNG;1.8;Front;4;0 km;4;2;Left wheel;Blue;-
18838;Sedan;MERCEDES-BENZ;E 230;1996;Manual;No;CNG;2.3;Rear;4;344000 km;4;2;Left wheel;White;-
4761;Sedan;SUBARU;Legacy;2003;Tiptronic;No;CNG;2;4x4;4;222222 km;4;2;Right-hand drive;Black;-
9788;Sedan;TOYOTA;Camry;2010;Tiptronic;No;Petrol;2.5;Front;4;159000 km;4;9;Left wheel;Silver;1024
3632;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;94479 km;4;4;Left wheel;Red;583
5524;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;282099 km;4;4;Left wheel;White;891
1335;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Diesel;3.5;4x4;6;149486 km;4;12;Left wheel;Silver;1053
14787;Jeep;BMW;X5;2004;Tiptronic;Yes;Petrol;3;4x4;6;179100 km;4;8;Left wheel;Black;-
9700;Sedan;TOYOTA;Prius;2015;Tiptronic;No;Hybrid;1.8;Front;4;100000 km;4;12;Left wheel;Sky blue;353
3467;Sedan;MERCEDES-BENZ;C 300;2015;Tiptronic;Yes;Petrol;2.0 Turbo;Rear;6;83000 km;4;12;Left wheel;Black;-
17190;Sedan;FORD;Fusion;2013;Automatic;Yes;Hybrid;2;Front;4;161000 km;4;10;Left wheel;Beige;640
14644;Jeep;JAGUAR;Daimler;2017;Automatic;Yes;Petrol;3;4x4;6;81270 km;4;12;Left wheel;White;1481
12087;Sedan;HYUNDAI;Elantra;2014;Tiptronic;No;Petrol;1.8 Turbo;Front;4;66000 km;4;0;Left wheel;Carnelian red;-
11484;Sedan;MERCEDES-BENZ;E 320;2001;Tiptronic;Yes;CNG;3.2;Rear;6;0 km;4;8;Left wheel;Grey;-
9914;Sedan;TOYOTA;Prius;2010;Tiptronic;No;Hybrid;1.8;Front;4;141000 km;4;8;Left wheel;Red;761
15245;Jeep;HYUNDAI;Santa FE;2020;Automatic;Yes;Diesel;2.2;Front;4;8803 km;4;4;Left wheel;White;1174
14811;Sedan;VOLKSWAGEN;Jetta;2012;Automatic;Yes;Diesel;2.5;Front;5;162987 km;4;12;Left wheel;Grey;781
6500;Sedan;DAEWOO;Lacetti;2009;Automatic;Yes;Petrol;1.6;Front;4;50549 km;4;4;Left wheel;Silver;790
1415;Sedan;HYUNDAI;Elantra;2012;Automatic;Yes;Petrol;1.8;Front;4;87000 km;4;8;Left wheel;Silver;586
15374;Sedan;CHEVROLET;Cruze;2010;Automatic;Yes;Petrol;1.8;Front;4;50221 km;4;4;Left wheel;White;760
375;Hatchback;HONDA;FIT;2014;Automatic;Yes;Hybrid;1.5;Front;4;76525 km;4;4;Left wheel;Blue;271
14643;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;151780 km;4;4;Left wheel;Silver;777
4909;Sedan;KIA;Optima;2015;Automatic;Yes;Petrol;2;Front;4;35336 km;4;4;Left wheel;White;764
3600;Jeep;CHEVROLET;Captiva;2007;Automatic;Yes;Diesel;2;Front;4;52699 km;4;4;Left wheel;Silver;1285
2491;Jeep;FORD;Fusion;2018;Automatic;Yes;Hybrid;2;Front;4;53013 km;4;12;Left wheel;Grey;505
3376;Jeep;BMW;X5;2012;Automatic;Yes;Diesel;3;4x4;6;149520 km;4;0;Left wheel;Grey;919
9926;Sedan;MAZDA;1300;2014;Automatic;Yes;Petrol;2.5;Front;4;75381 km;4;12;Left wheel;Grey;777
3608;Hatchback;TOYOTA;Will Vs;2002;Automatic;No;Petrol;1.8;Front;4;150000 km;4;4;Right-hand drive;Silver;-
12642;Hatchback;FORD;C-MAX;2014;Variator;No;Hybrid;2;Front;4;118400 km;4;12;Left wheel;Silver;333
1151;Jeep;MITSUBISHI;Outlander 2.0;2004;Tiptronic;Yes;CNG;2;Front;4;223123 km;4;4;Right-hand drive;White;-
178;Sedan;AUDI;A6;2014;Automatic;Yes;Petrol;3;4x4;6;164488 km;4;12;Left wheel;Silver;915
13967;Hatchback;NISSAN;Note;2007;Automatic;No;Petrol;1.5;Rear;4;142000 km;4;4;Right-hand drive;Black;-
7603;Jeep;HYUNDAI;Santa FE;2015;Automatic;Yes;Diesel;2;Front;4;119038 km;4;4;Left wheel;Grey;765
8481;Hatchback;TOYOTA;Prius;2016;Automatic;Yes;Hybrid;1.8;Front;4;130000 km;4;8;Left wheel;White;397
10370;Sedan;BMW;535 XI;2010;Tiptronic;Yes;Petrol;3.0 Turbo;4x4;6;198000 km;4;12;Left wheel;Grey;-
3083;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;616691 km;4;4;Left wheel;Orange;765
18374;Hatchback;HONDA;FIT;2005;Automatic;No;Petrol;1.3;Front;4;178000 km;4;5;Right-hand drive;Black;-
15101;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Hybrid;2.5;Front;4;190549 km;4;12;Left wheel;Black;779
12876;Microbus;FORD;Transit;2006;Manual;No;Diesel;2.2;Front;6;123556 km;4;0;Left wheel;Beige;-
16063;Sedan;MERCEDES-BENZ;E 320;2000;Tiptronic;Yes;Petrol;3.2;Rear;6;0 km;4;0;Left wheel;Black;-
15680;Sedan;CHEVROLET;Cruze;2011;Automatic;Yes;Diesel;2;Front;4;162001 km;4;4;Left wheel;White;707
9934;Sedan;HYUNDAI;Sonata;2011;Automatic;Yes;Petrol;2;Front;4;157224 km;4;4;Left wheel;Grey;707
10787;Jeep;MERCEDES-BENZ;ML 350;2008;Automatic;Yes;Diesel;3;4x4;6;213998 km;4;12;Left wheel;Silver;1598
7820;Jeep;AUDI;Q5 Prestige;2010;Tiptronic;Yes;Petrol;3.2;4x4;6;182011 km;4;12;Left wheel;Black;-
15136;Jeep;DAIHATSU;Terios;1998;Automatic;No;Petrol;1.3;4x4;4;221000 km;4;2;Right-hand drive;Blue;-
2543;Hatchback;HONDA;FIT;2007;Variator;No;Petrol;1.5;Front;4;180000 km;4;4;Right-hand drive;Blue;-
1508;Sedan;HYUNDAI;Elantra;2010;Automatic;Yes;Petrol;1.6;Front;4;86660 km;4;4;Left wheel;Silver;687
14541;Microbus;MERCEDES-BENZ;Vito;2012;Manual;No;Diesel;2.2 Turbo;Front;4;130000 km;4;0;Left wheel;White;-
8740;Cabriolet;FORD;Mustang;2015;Automatic;Yes;Petrol;2.3;Front;4;70313 km;4;4;Left wheel;Black;866
2567;Minivan;MERCEDES-BENZ;Vito;2010;Automatic;Yes;Diesel;3.0 Turbo;Rear;6;240000 km;4;2;Left wheel;Black;1211
177;Sedan;BMW;325;2001;Manual;Yes;Petrol;2.5;Rear;6;252800 km;4;6;Left wheel;Grey;2078
17382;Hatchback;OPEL;Vectra;1999;Manual;No;CNG;1.8;Front;4;180000 km;4;4;Left wheel;Silver;-
4642;Hatchback;OPEL;Astra;1999;Automatic;No;CNG;1.6;Front;4;200000 km;4;4;Left wheel;Silver;-
18662;Jeep;MITSUBISHI;Pajero;2000;Manual;No;Diesel;2.2 Turbo;4x4;4;185000 km;2;4;Left wheel;Silver;-
18975;Jeep;HYUNDAI;Santa FE;2014;Automatic;Yes;Diesel;2;Front;4;70005 km;4;4;Left wheel;White;639
10496;Sedan;HYUNDAI;Elantra;2014;Automatic;Yes;Petrol;1.8;Front;4;107155 km;4;12;Left wheel;Black;584
11337;Sedan;CHEVROLET;Cruze;2015;Automatic;Yes;Petrol;1.4;Front;4;167317 km;4;12;Left wheel;Red;562
15480;Jeep;JEEP;Compass;2014;Automatic;Yes;Petrol;2.4;Front;4;74625 km;4;4;Left wheel;White;749
18188;Universal;MERCEDES-BENZ;C 200;1998;Manual;Yes;CNG;2;Rear;4;111111 km;4;4;Left wheel;Blue;1685
3139;Sedan;OPEL;Vectra B;2000;Manual;No;Petrol;1.8;Front;4;156000 km;4;2;Left wheel;Grey;-
11579;Sedan;MERCEDES-BENZ;E 220 W210...CDI;2002;Tiptronic;No;Diesel;2.0 Turbo;Rear;4;228000 km;4;6;Left wheel;Black;-
6527;Microbus;FORD;Transit;2006;Manual;No;Diesel;2.0 Turbo;Front;4;22500 km;4;2;Left wheel;White;-
10850;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;Hybrid;2.4;Front;4;208627 km;4;0;Left wheel;Black;753
12326;Hatchback;TOYOTA;Prius;2012;Variator;No;Hybrid;1.8;Front;4;161000 km;4;6;Left wheel;Sky blue;-
9326;Sedan;MAZDA;1000;2015;Automatic;Yes;Petrol;2.5;Front;4;142800 km;4;12;Left wheel;Grey;934
15798;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;Hybrid;2.4;Front;4;0 km;4;0;Left wheel;Red;753
11589;Jeep;HYUNDAI;Santa FE;2015;Automatic;Yes;Diesel;2;Front;4;48484 km;4;4;Left wheel;Silver;765
11212;Hatchback;HONDA;FIT GP-5;2014;Automatic;No;Hybrid;1.5;4x4;4;130000 km;4;4;Right-hand drive;Silver;-
2652;Jeep;HYUNDAI;Tucson;2012;Automatic;Yes;Diesel;2;Front;4;169834 km;4;4;Left wheel;Grey;642
10221;Jeep;LEXUS;GX 460;2011;Automatic;Yes;Petrol;4.6;4x4;8;160138 km;4;0;Left wheel;White;1514
17830;Jeep;LEXUS;RX 400;2008;Automatic;Yes;Hybrid;3.5;Front;6;244731 km;4;12;Left wheel;Black;1850
4348;Jeep;TOYOTA;RAV 4;2016;Automatic;No;Hybrid;2.5;4x4;4;136518 km;4;0;Left wheel;Grey;518
11950;Hatchback;MINI;Countryman sport;2011;Tiptronic;Yes;Petrol;1.6 Turbo;4x4;4;141000 km;4;10;Left wheel;Red;583
15750;Sedan;AUDI;A8;2015;Automatic;Yes;Diesel;3;4x4;6;131674 km;4;12;Left wheel;Black;1104
16761;Jeep;LEXUS;GX 460;2010;Automatic;Yes;Petrol;4.6;4x4;8;275240 km;4;0;Left wheel;Silver;1811
2596;Jeep;SSANGYONG;Actyon;2017;Automatic;Yes;Diesel;1.6;Front;4;92627 km;4;4;Left wheel;Silver;831
13125;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;679836 km;4;4;Left wheel;Orange;639
2610;Sedan;DAEWOO;Gentra;2009;Automatic;Yes;Petrol;1.2;Front;4;171138 km;4;4;Left wheel;Blue;614
17478;Jeep;HYUNDAI;Santa FE;2016;Automatic;Yes;Diesel;2;Front;4;134761 km;4;4;Left wheel;Grey;891
14232;Sedan;AUDI;7;2017;Automatic;Yes;Petrol;3;4x4;6;44642 km;4;0;Left wheel;Black;1481
9594;Sedan;HYUNDAI;Elantra;2013;Tiptronic;Yes;Petrol;1.8;Front;4;112000 km;4;8;Left wheel;Grey;-
18263;Jeep;TOYOTA;Venza;2013;Automatic;Yes;Petrol;2.7;4x4;4;177894 km;4;12;Left wheel;Silver;834
5146;Jeep;TOYOTA;Highlander;2011;Automatic;Yes;Petrol;3.5;4x4;6;368064 km;4;12;Left wheel;Grey;1172
10677;Sedan;HYUNDAI;Sonata;2012;Tiptronic;No;Hybrid;2.4;Front;4;86000 km;4;10;Left wheel;White;-
830;Sedan;VOLKSWAGEN;Golf;2000;Manual;No;Petrol;1.6;Front;4;197457 km;4;4;Left wheel;White;-
3988;Hatchback;CHEVROLET;Volt;2012;Automatic;Yes;Hybrid;1.4;Front;4;162190 km;4;0;Left wheel;Blue;475
330;Sedan;MERCEDES-BENZ;E 200;1998;Manual;No;CNG;2;Rear;4;180003 km;4;4;Left wheel;Black;-
6311;Jeep;NISSAN;X-Trail;2004;Automatic;Yes;CNG;2;4x4;4;190000 km;4;4;Right-hand drive;Silver;-
11880;Universal;HYUNDAI;H1;2016;Automatic;Yes;Diesel;2.5;Front;4;85720 km;4;4;Left wheel;Black;1091
8015;Minivan;MERCEDES-BENZ;Vito;2004;Manual;No;Diesel;2.2 Turbo;Front;4;0 km;4;4;Left wheel;White;-
11254;Sedan;HYUNDAI;Elantra;2013;Automatic;Yes;Petrol;1.6;Front;4;56764 km;4;4;Left wheel;White;530
17299;Sedan;BMW;530 I;2006;Tiptronic;Yes;Petrol;3;Rear;6;280000 km;4;12;Left wheel;Black;-
14370;Jeep;MERCEDES-BENZ;GL 450;2011;Automatic;Yes;Petrol;4.6;4x4;8;88000 km;4;10;Left wheel;Black;1514
19179;Jeep;HYUNDAI;Tucson;2015;Automatic;Yes;Diesel;2;Front;4;150881 km;4;4;Left wheel;White;765
18534;Hatchback;TOYOTA;Prius;2013;Automatic;Yes;Hybrid;1.8;Front;4;91200 km;4;0;Left wheel;Blue;-
8220;Sedan;CHEVROLET;Aveo;2011;Automatic;Yes;Petrol;1.6;Front;4;193425 km;4;4;Left wheel;White;583
11911;Sedan;MERCEDES-BENZ;E 350;2010;Automatic;Yes;Petrol;6.2;Rear;8;274771 km;4;12;Left wheel;White;2410
3958;Sedan;MERCEDES-BENZ;E 350;2009;Automatic;Yes;Diesel;3.5;4x4;6;205922 km;4;12;Left wheel;Black;1624
17631;Sedan;HYUNDAI;Sonata;2017;Automatic;Yes;Hybrid;2;Front;4;138459 km;4;12;Left wheel;Silver;481
11942;Sedan;HONDA;Civic;2017;Automatic;Yes;Petrol;1.5;Front;4;38037 km;4;4;Left wheel;White;784
16976;Sedan;VOLKSWAGEN;Jetta;2012;Manual;Yes;Petrol;2.0 Turbo;Front;4;138000 km;4;10;Left wheel;White;-
5358;Sedan;KIA;Cadenza;2011;Automatic;Yes;Petrol;2.7;Front;6;68105 km;4;4;Left wheel;Silver;924
18378;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;348486 km;4;4;Left wheel;Silver;765
2249;Coupe;MERCEDES-BENZ;C 250;2014;Tiptronic;Yes;Petrol;1.8 Turbo;Rear;6;67680 km;2;8;Left wheel;Black;584
12488;Sedan;HYUNDAI;Elantra;2017;Automatic;Yes;Petrol;2;Front;4;110456 km;4;12;Left wheel;Silver;1017
13713;Hatchback;FORD;C-MAX;2015;Automatic;Yes;Hybrid;2;Front;4;193106 km;4;12;Left wheel;Silver;382
2126;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;431626 km;4;4;Left wheel;Orange;765
6019;Hatchback;HONDA;FIT;2006;Automatic;No;Petrol;1.5;Front;4;0 km;4;4;Right-hand drive;Silver;-
16362;Sedan;SUBARU;XV;2015;Automatic;Yes;Petrol;2;4x4;4;250005 km;4;0;Left wheel;Black;765
18599;Jeep;BMW;X5 35d;2011;Tiptronic;Yes;Diesel;3.0 Turbo;4x4;6;145000 km;4;12;Left wheel;Black;1018
15119;Hatchback;HONDA;FIT;2004;Variator;No;Petrol;1.3;Front;4;198000 km;4;2;Right-hand drive;Silver;-
19056;Universal;HYUNDAI;H1;2016;Automatic;Yes;Diesel;2.5;Front;4;133687 km;4;4;Left wheel;Grey;1091
10877;Sedan;AUDI;A8;2014;Automatic;Yes;Diesel;3;4x4;6;68006 km;4;12;Left wheel;White;915
12350;Hatchback;CHEVROLET;Volt;2017;Automatic;Yes;Hybrid;1.5;Front;4;125358 km;4;0;Left wheel;Grey;382
14046;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;386257 km;4;4;Left wheel;Orange;765
15347;Sedan;BMW;525;1995;Manual;No;Petrol;2.8;Rear;6;2147483647 km;4;3;Left wheel;Black;-
1253;Jeep;HYUNDAI;Tucson;2016;Automatic;Yes;Diesel;2;Front;4;125230 km;4;4;Left wheel;Black;891
14045;Sedan;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Diesel;3.5;Rear;6;132630 km;4;12;Left wheel;Silver;1172
654;Sedan;HYUNDAI;Elantra;2012;Automatic;Yes;Petrol;1.6;Front;4;36239 km;4;4;Left wheel;Grey;531
11462;Universal;TOYOTA;Aqua;2013;Automatic;Yes;Hybrid;1.5;Front;4;88777 km;4;4;Left wheel;Yellow;502
